"","X","links","title","price","area","subarea","name","attrib","condition","cryptocurrency","cylinders","drive","fuel","odometer","paint.color","size","title.status","transmission","type","VIN"
"135",35,"https://chicago.craigslist.org/chc/cto/d/2009-toyota-camry-xle-120k/6453841691.html","2012 Toyota Camry XLE LE 4dr Sedan 🚗 BAD CREDIT > OK !! - cars & trucks - by dealer - vehicle automotive sale","$9449","chicago","west chicagoland","2012 TOYOTA CAMRY","[<span>VIN: <b>4T4BF1FK4CR190583</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>other</b></span>, <span>odometer: <b>112143</b></span>, <span>paint color: <b>black</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]",NA,NA,NA,"fwd","other",112143,"black",NA,"clean","automatic","sedan","4T4BF1FK4CR190583"
"136",36,"https://chicago.craigslist.org/chc/cto/d/2010-toyota-camry-se/6456298575.html","2001 Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$2200","chicago","west chicagoland","2001 toyota camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>146000</b></span>, <span>paint color: <b>silver</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","gas",146000,"silver","mid-size","clean","automatic","sedan",NA
"137",37,"https://chicago.craigslist.org/chc/cto/d/2011-toyota-camry-full-power/6451237724.html","1998 Toyota camry for sale,please read! - cars & trucks - by owner - vehicle automotive sale","$1300","chicago","city of chicago","1998 toyota camry","[<span>condition: <b>fair</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","fair",NA,"4 cylinders","fwd","gas",NA,"grey",NA,"clean","automatic",NA,NA
"138",38,"https://chicago.craigslist.org/chc/cto/d/2012-toyota-camry/6427700025.html","2002 toyota camry - cars & trucks - by owner - vehicle automotive sale","$3500","chicago","city of chicago","2002 toyota camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"139",39,"https://chicago.craigslist.org/chc/cto/d/2014-silver-toyota-camry-xle/6444347059.html","2016 Toyota Camry SE CALL OR TEXT (708) 793-8472 - cars & trucks - by dealer - vehicle automotive sale","$15630","chicago","city of chicago","2016 TOYOTA CAMRY","[<span>VIN: <b>4T1BF1FKXGU192953</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>13152</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]",NA,NA,NA,"fwd","gas",13152,NA,NA,"clean","automatic","sedan","4T1BF1FKXGU192953"
"140",40,"https://chicago.craigslist.org/chc/cto/d/2014-toyota-camry-excellent/6457549310.html","Toyota Like New 2008 Camry For Sale - cars & trucks - by owner - vehicle automotive sale","$6500","chicago","northwest suburbs","2008 toyota camry le","[<span>VIN: <b>4T1BE46K58U209759</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>rwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>109000</b></span>, <span>paint color: <b>black</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","rwd","gas",109000,"black","full-size","clean","automatic","sedan","4T1BE46K58U209759"
"141",41,"https://chicago.craigslist.org/chc/cto/d/2014-toyota-camry-le/6457311359.html","1 Owner 2004 Toyota Camry LE 4 cylinder sedan 105k miles - cars & trucks - by owner - vehicle automotive sale","$4400","chicago","west chicagoland","2004 toyota camry le 4dr sedan","[<span>VIN: <b>4t1be32k94u867420</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>105000</b></span>, <span>paint color: <b>silver</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",105000,"silver","mid-size","clean","automatic","sedan","4t1be32k94u867420"
"142",42,"https://chicago.craigslist.org/chc/cto/d/2014-toyota-camry-se-29k/6439993760.html","2000 Toyota Camry CE - 1 Owner - No credit, bad credit, No problem - cars & trucks - by dealer - vehicle automotive sale","$2400","chicago","west chicagoland","2000 Toyota_ Camry_","[<span>VIN: <b>4T1BG22K4YU958721</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>166457</b></span>, <span>paint color: <b>grey</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",166457,"grey","mid-size","clean","automatic","sedan","4T1BG22K4YU958721"
"143",43,"https://chicago.craigslist.org/chc/cto/d/2014-toyota-camry-se-29k/6457731708.html","2010 *Toyota Camry* sedan 4dr Sdn I4 Auto SE - Super White - cars & trucks - by dealer - vehicle automotive sale",NA,"chicago","city of chicago","2010 Toyota Camry","[<span>VIN: <b>4T1BF3EK2AU507667</b></span>, <span>condition: <b>excellent</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>140437</b></span>, <span>paint color: <b>white</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,NA,"fwd","gas",140437,"white","mid-size","clean","automatic","sedan","4T1BF3EK2AU507667"
"144",44,"https://chicago.craigslist.org/chc/cto/d/2016-xse-toyota-camry-rebuilt/6458526192.html","Toyota Camry LE 1998 runs very good - cars & trucks - by owner - vehicle automotive sale","$1700","chicago","north chicagoland","1998 Toyota Camry LE","[<span>condition: <b>good</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>175626</b></span>, <span>paint color: <b>brown</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,NA,NA,"gas",175626,"brown","mid-size","clean","automatic","sedan",NA
"145",45,"https://chicago.craigslist.org/chc/cto/d/2017-toyota-camry-sebackup/6458757437.html","1993 Black Toyota Camry XLE V6 - cars & trucks - by owner - vehicle automotive sale","$2700","chicago","north chicagoland","1993 Toyota Camry XLE V6","[<span>fuel: <b>gas</b></span>, <span>paint color: <b>black</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]",NA,NA,NA,NA,"gas",NA,"black",NA,"clean","automatic","sedan",NA
"146",46,"https://chicago.craigslist.org/chc/cto/d/98-toyota-camry-v6/6457357177.html","Toyota Camry 2002 LE (CLEAN) Price Reduced!! - cars & trucks - by owner - vehicle automotive sale","$2800","chicago","northwest suburbs","2002 toyota camry Le","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>105000</b></span>, <span>paint color: <b>silver</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",105000,"silver",NA,"clean","automatic","sedan",NA
"147",47,"https://chicago.craigslist.org/chc/cto/d/great-running-toyota-camry/6458595018.html","1999 toyota camry - cars & trucks - by owner - vehicle automotive sale","$1650","chicago","city of chicago","1999 toyota camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>202000</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","gas",202000,NA,NA,"clean","automatic","sedan",NA
"148",48,"https://chicago.craigslist.org/chc/cto/d/silver-2001-toyota-camry-le/6452096404.html","2011 Toyota Camry hybrid XLE - cars & trucks - by owner - vehicle automotive sale","$3200","chicago","west chicagoland","2011 toyota camry hybrid","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>hybrid</b></span>, <span>odometer: <b>350000</b></span>, <span>paint color: <b>white</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","hybrid",350000,"white",NA,"clean","automatic","sedan",NA
"149",49,"https://chicago.craigslist.org/chc/cto/d/toyota-camry-le/6437998570.html","2001 Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$3980","chicago","south chicagoland","2001 Toyota Camry","[<span>VIN: <b>4T1BG22K41U819128</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>113159</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",113159,NA,NA,"clean","automatic",NA,"4T1BG22K41U819128"
"150",50,"https://chicago.craigslist.org/chc/cto/d/toyota-camry-le/6438322239.html","1998 Toyota Camry Le ** - cars & trucks - by owner - vehicle automotive sale","$1600","chicago","city of chicago","1998 toyota camry le","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"151",51,"https://chicago.craigslist.org/chc/cto/d/toyota-camry-le/6445177927.html","2007 Toyota Camry XLE - cars & trucks - by owner - vehicle automotive sale","$5999","chicago","city of chicago","2007 toyota camry xle","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"152",52,"https://chicago.craigslist.org/chc/cto/d/toyota-camry-le/6450967384.html","--2008 TOYOTA CAMRY HYBRID (65K MILES) CLEAN 34MPG - cars & trucks - by owner - vehicle automotive sale","$7700","chicago","city of chicago","2008 toyota camry hybrid","[<span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>65800</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,"4 cylinders","fwd","gas",65800,NA,NA,"clean","automatic",NA,NA
"153",53,"https://chicago.craigslist.org/chc/cto/d/toyota-camry-le/6454421125.html","1997 Toyota Camry v6 - cars & trucks - by owner - vehicle automotive sale","$850","chicago","northwest suburbs","1997 Toyota Camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"154",54,"https://chicago.craigslist.org/chc/cto/d/toyota-camry-se/6458438746.html","2002 Toyota Camry XLE One Owner, Fully Loaded, Leather, Garage Kept - cars & trucks - by owner - vehicle automotive sale","$5300","chicago","west chicagoland","2002 Toyota Camry XLE","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>138000</b></span>, <span>paint color: <b>silver</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",138000,"silver",NA,"clean","automatic","sedan",NA
"155",55,"https://chicago.craigslist.org/chc/cto/d/toyota-camry-solara-2002/6457559883.html","Toyota Camry LE - cars & trucks - by owner - vehicle automotive sale","$3600","chicago","city of chicago","2002 toyota camry le","[<span>condition: <b>like new</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>121000</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","like new",NA,"6 cylinders",NA,"gas",121000,"grey",NA,"clean","automatic","sedan",NA
"156",56,"https://chicago.craigslist.org/chc/cto/d/toyota-camry-xle-1800-or-best/6458001030.html","Toyota Camry 2005 Good - cars & trucks - by owner - vehicle automotive sale","$3950","chicago","northwest indiana","2005 toyota camry le","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>158000</b></span>, <span>paint color: <b>grey</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","gas",158000,"grey","full-size","clean","automatic","sedan",NA
"157",57,"https://chicago.craigslist.org/ctd/d/2000-toyota-camry-4dr-sedan/6458146724.html","2013 Toyota Camry LE - 62k miles - 2 Owner Clean carfax - cars & trucks - by dealer - vehicle automotive sale","$10500","chicago","west chicagoland","2013 Toyota_ Camry_","[<span>VIN: <b>4T4BF1FK9DR297100</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>62628</b></span>, <span>paint color: <b>grey</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",62628,"grey","mid-size","clean","automatic","sedan","4T4BF1FK9DR297100"
"158",58,"https://chicago.craigslist.org/nch/cto/d/2010-toyota-camry-le/6428208106.html","1998 TOYOTA CAMRY LE - cars & trucks - by owner - vehicle automotive sale","$1600","chicago","city of chicago","1998 toyota camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"159",59,"https://chicago.craigslist.org/nch/cto/d/2010-toyota-camry-le/6458406499.html","Toyota Camry Parts Car - cars & trucks - by owner - vehicle automotive sale","$1","chicago","north chicagoland","2000 toyota camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>parts only</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"parts only","automatic",NA,NA
"160",60,"https://chicago.craigslist.org/nch/cto/d/cars-for-lease-to-drive-uber/6459018958.html","2007 Toyota Camry Solara SLE V6 SLE V6 2dr Convertible - cars & trucks - by dealer - vehicle automotive sale","$10900","chicago","northwest suburbs","2007 TOYOTA CAMRY SOLARA","[<span>VIN: <b>4T1FA38P77U115557</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>other</b></span>, <span>odometer: <b>83804</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>convertible</b></span>]",NA,NA,NA,"fwd","other",83804,NA,NA,"clean","automatic","convertible","4T1FA38P77U115557"
"161",61,"https://chicago.craigslist.org/nch/cto/d/cars-for-lease-to-drive-uber/6459021079.html","Cruise control 2007 Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$1500","chicago","city of chicago","2007 toyota camry","[<span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>paint color: <b>grey</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,"6 cylinders","fwd","gas",NA,"grey","full-size","clean","automatic",NA,NA
"162",62,"https://chicago.craigslist.org/nch/cto/d/toyota-camry-2003/6457819733.html","2004 Toyota Camry XLE 4 cylinder For sale - cars & trucks - by owner - vehicle automotive sale","$2950","chicago","city of chicago","2004 Toyota Camry XLE","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>167000</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","excellent",NA,"4 cylinders","fwd","gas",167000,NA,NA,"clean","automatic",NA,NA
"163",63,"https://chicago.craigslist.org/nwc/ctd/d/2002-toyota-camry-xle/6458365269.html","2002 Toyota Camry LE, 4 cyl, one owner, clean - cars & trucks - by owner - vehicle automotive sale","$3550","chicago","north chicagoland","2002 toyota camry le 4cyl","[<span>VIN: <b>4T1BE32K52U508613</b></span>, <span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>173906</b></span>, <span>paint color: <b>blue</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","gas",173906,"blue","mid-size","clean","automatic","sedan","4T1BE32K52U508613"
"164",64,"https://chicago.craigslist.org/nwc/ctd/d/2004-toyota-camry-solara-se/6458178759.html","2007 Toyota Camry SE - cars & trucks - by owner - vehicle automotive sale","$6000","chicago","city of chicago","2007 Toyota Camry SE","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>102000</b></span>, <span>paint color: <b>grey</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","excellent",NA,"4 cylinders","fwd","gas",102000,"grey","mid-size","clean","automatic",NA,NA
"165",65,"https://chicago.craigslist.org/nwc/ctd/d/2006-toyota-camry-le-sedan/6457327056.html","Toyota Camry 2002 LE (CLEAN) Price Reduced!! - cars & trucks - by owner - vehicle automotive sale","$2800","chicago","northwest suburbs","2002 toyota camry","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>105000</b></span>, <span>paint color: <b>silver</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","excellent",NA,"4 cylinders","fwd","gas",105000,"silver",NA,"clean","automatic",NA,NA
"166",66,"https://chicago.craigslist.org/nwc/ctd/d/2006-toyota-camry-xle-4dr/6457326467.html","2003 Toyota Camry xLe LOW MILES !! - cars & trucks - by owner - vehicle automotive sale","$1100","chicago","city of chicago","2003 Toyota CAMRY XLE","[<span>fuel: <b>gas</b></span>, <span>paint color: <b>white</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,"white",NA,"clean","automatic",NA,NA
"167",67,"https://chicago.craigslist.org/nwc/ctd/d/2007-toyota-camry-sedan-le/6457140546.html","2004 TOYOTA CAMRY LE - cars & trucks - by owner - vehicle automotive sale","$3200","chicago","city of chicago","2004 TOYOTA CAMRY LE","[<span>VIN: <b>4T1BE32K94U339618</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>119000</b></span>, <span>paint color: <b>white</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",119000,"white",NA,"clean","automatic","sedan","4T1BE32K94U339618"
"168",68,"https://chicago.craigslist.org/nwc/ctd/d/2007-toyota-camry-xle/6458380202.html","2003 Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$2700","chicago","west chicagoland","2003 Toyota Camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>218000</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","good",NA,"4 cylinders","fwd","gas",218000,"grey",NA,"clean","automatic",NA,NA
"169",69,"https://chicago.craigslist.org/nwc/ctd/d/2009-toyotacamry-le-58k/6458229592.html","2008 TOYOTA CAMRY HYBRID ** 104K ** NEW TIRES - cars & trucks - by owner - vehicle automotive sale","$7400","chicago","northwest suburbs","2008 toyota camry hybrid","[<span>VIN: <b>4T1BB46K78U047903</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>104841</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",104841,NA,NA,"clean","automatic",NA,"4T1BB46K78U047903"
"170",70,"https://chicago.craigslist.org/nwc/ctd/d/2010-toyota-camry-se-6a/6458290482.html","2004 Toyota Solara SLE V6 - Fully Loaded - cars & trucks - by owner - vehicle automotive sale","$3600","chicago","west chicagoland","2004 toyota camry solara","[<span>condition: <b>good</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>168000</b></span>, <span>paint color: <b>red</b></span>, <span>size: <b>compact</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>coupe</b></span>]","good",NA,"6 cylinders","fwd","gas",168000,"red","compact","clean","automatic","coupe",NA
"171",71,"https://chicago.craigslist.org/nwc/cto/d/1992-toyota-camry-v6-xle/6457895700.html","2011 Toyota Camry XLE - cars & trucks - by dealer - vehicle automotive sale","$9300","chicago","west chicagoland","2011 toyota camry xle","[<span>VIN: <b>4T1BK3EK3BU610836</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>90653</b></span>, <span>paint color: <b>green</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"6 cylinders","fwd","gas",90653,"green","full-size","clean","automatic","sedan","4T1BK3EK3BU610836"
"172",72,"https://chicago.craigslist.org/nwc/cto/d/2000-toyota-camry-solara-2dr/6457628851.html","2007 Toyota Camry SE - cars & trucks - by owner - vehicle automotive sale","$4000","chicago","city of chicago","2007 Toyota camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"173",73,"https://chicago.craigslist.org/nwc/cto/d/2001-toyota-camry-le/6458553648.html","2000 TOYOTA CAMRY XLE 167k - cars & trucks - by owner - vehicle automotive sale","$1400","chicago","south chicagoland","2000 toyota camry xle","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>167000</b></span>, <span>paint color: <b>black</b></span>, <span>size: <b>compact</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"6 cylinders","fwd","gas",167000,"black","compact","clean","automatic","sedan",NA
"174",74,"https://chicago.craigslist.org/nwc/cto/d/2002-toyota-camry-le/6458808291.html","2002 Toyota Camry SE - cars & trucks - by owner - vehicle automotive sale","$3200","chicago","west chicagoland","2002 toyota camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>175000</b></span>, <span>paint color: <b>green</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"6 cylinders","fwd","gas",175000,"green","mid-size","clean","automatic","sedan",NA
"175",75,"https://chicago.craigslist.org/nwc/cto/d/2002-toyota-camry-le/6459036384.html","2003 Toyota Camry 4dr Sedan LE Automatic - Green - cars & trucks - by dealer - vehicle automotive sale","$2100","chicago",NA,"2003 Toyota Camry","[<span>VIN: <b>4T1BE32K53U691898</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>0</b></span>, <span>paint color: <b>green</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]",NA,NA,"4 cylinders","fwd","gas",0,"green",NA,"clean","automatic","sedan","4T1BE32K53U691898"
"176",76,"https://chicago.craigslist.org/nwc/cto/d/2002-toyota-corolla/6453776192.html","2010 Toyota Camry LE(SILVER/90K) - cars & trucks - by owner - vehicle automotive sale","$7500","chicago","northwest suburbs","2010 toyota camry le","[<span>VIN: <b>4T1BF3EKXAU082800</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>paint color: <b>silver</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",NA,"silver","mid-size","clean","automatic","sedan","4T1BF3EKXAU082800"
"177",77,"https://chicago.craigslist.org/nwc/cto/d/2006-toyota-camry/6447210482.html","2015 Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$14000","chicago","south chicagoland","2015 toyota camry le","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>60215</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","good",NA,"4 cylinders","fwd","gas",60215,"grey",NA,"clean","automatic",NA,NA
"178",78,"https://chicago.craigslist.org/nwc/cto/d/2007-toyota-camry-le/6452911900.html","Toyota Camry 2007 - cars & trucks - by owner - vehicle automotive sale","$5800","chicago","northwest indiana","2007 Toyota Camry","[<span>condition: <b>good</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>130000</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","good",NA,NA,NA,"gas",130000,NA,NA,"clean","automatic",NA,NA
"179",79,"https://chicago.craigslist.org/nwc/cto/d/2009-toyota-camry-le-c4/6458869571.html","*********2003 TOYOTA CAMRY LE********* - cars & trucks - by owner - vehicle automotive sale","$6929","chicago","northwest suburbs","2003 TOYOTA CAMRY LE","[<span>VIN: <b>4T1BE32K03U130282</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>65756</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",65756,NA,NA,"clean","automatic",NA,"4T1BE32K03U130282"
